Entity,Code,Year,spirits,beer,wine,total_consumpssion_2015
Peru,PER,1987,3.45,3.12,0.11,5.2
Philippines,PHL,1987,2.8,1.58,0.01,5.6
Poland,POL,1987,6.18,1.94,1.29,11.5
Portugal,PRT,1987,0.79,3.36,8.21,12.5
Qatar,QAT,1987,1.3,0.12,0,1.3
Romania,ROU,1987,2.64,0.38,4.06,12.9
Russia,RUS,1987,2.08,1.18,0.81,14.5
Rwanda,RWA,1987,0.01,0.87,0.01,10
Saint Kitts and Nevis,KNA,1987,0.77,1.98,0.43,7
Saint Lucia,LCA,1987,7.4,1.75,0.76,10.4
Samoa,WSM,1987,0.01,3.11,0.02,#N/A
Sao Tome and Principe,STP,1987,0.01,0,1.89,6.8
Saudi Arabia,SAU,1987,0,0.21,0,0.2
Senegal,SEN,1987,0.04,0.26,0.16,0.5
Seychelles,SYC,1987,0.59,2.18,0.5,6.7
Sierra Leone,SLE,1987,0.02,0.13,0.01,8.2
Singapore,SGP,1987,0.64,0.97,0.07,2.9
Slovakia,SVK,1987,4.28,6.54,2.42,12.5
Slovenia,SVN,1987,3.2,3.54,9.9,10.9
Solomon Islands,SLB,1987,0.06,0.58,0.06,1.6
Somalia,SOM,1987,0.01,0.01,0,0.5
South Africa,ZAF,1987,1.84,3.75,1.69,11.5
South Korea,KOR,1987,2.02,1.32,0,10.9
Spain,ESP,1987,3.7,4.26,6.45,10.6
Sri Lanka,LKA,1987,0.14,0.04,0,4.5
Sudan,SDN,1987,0.25,0,0,2.7
Suriname,SUR,1987,1.12,2.27,0.09,6.5
Swaziland,SWZ,1987,1.32,0,0,6.4
Sweden,SWE,1987,2.37,3.13,1.57,8.7
Switzerland,CHE,1987,2.41,4.17,7.16,10.4
Syria,SYR,1987,0.1,0.07,0.6,1.4
Tanzania,TZA,1987,0.13,0.22,0,8.1
Thailand,THA,1987,2.45,0.13,0,8.3
Togo,TGO,1987,0.28,2.23,0.13,1.9
Trinidad and Tobago,TTO,1987,2.26,2.03,0.06,6.6
Tunisia,TUN,1987,0.12,0.29,0.57,1.2
Turkey,TUR,1987,0.48,0.32,0.09,2.4
Uganda,UGA,1987,0.2,0.12,0,10.5
Ukraine,UKR,1987,1.66,1.45,0.9,11.8
United Arab Emirates,ARE,1987,4.54,0.61,0.21,4.3
United Kingdom,GBR,1987,2.01,5.49,1.65,12
United States,USA,1987,3.1,5.07,1.44,9
Uruguay,URY,1987,2.04,1.41,3.85,7
Vanuatu,VUT,1987,0.18,0.67,0.58,1.2
Venezuela,VEN,1987,3.88,5.14,0.14,8.3
Vietnam,VNM,1987,0.05,0.11,0,8.7
Yemen,YEM,1987,0.06,0.11,0,0.2
Zambia,ZMB,1987,0.22,0.86,0.01,4
Zimbabwe,ZWE,1987,3.44,0.18,0.03,4.8
Afghanistan,AFG,1986,0,0,0,1
Albania,ALB,1986,0.57,0.57,0.24,6.6
Algeria,DZA,1986,0.01,0.18,0.1,0.6
Angola,AGO,1986,0.48,0.9,0.32,7.6
Antigua and Barbuda,ATG,1986,1.55,1.69,0.31,3.2
Argentina,ARG,1986,1.45,1.14,10.3,7.6
Australia,AUS,1986,1.57,7.39,3.34,12.6
Austria,AUT,1986,1.8,7.2,4.6,8.5
Bahamas,BHS,1986,8.1,4.16,1.83,4.2
Bahrain,BHR,1986,3.64,1.23,0.24,2.4
Bangladesh,BGD,1986,0,0,0,0.2
Belgium,BEL,1986,2.43,7.36,2.93,10.8
Belize,BLZ,1986,4.16,1.35,0.21,8.3
Benin,BEN,1986,0.33,0.81,0.12,2.2
Bhutan,BTN,1986,0,0.46,0,1.1
Bolivia,BOL,1986,2.06,1.14,0.09,5.8
Botswana,BWA,1986,0.23,2.25,0.31,7.7
Brazil,BRA,1986,1.9,1.74,0.49,9.1
Brunei,BRN,1986,0.24,2.18,0.1,0.8
Bulgaria,BGR,1986,4.32,4.07,3.08,11.3
Burkina Faso,BFA,1986,0.02,0.35,0.02,7.4
Burundi,BDI,1986,0,2.96,0.01,9.8
Cambodia,KHM,1986,0.22,0,0,6.1
Cameroon,CMR,1986,0.01,2.45,0.08,7.7
Canada,CAN,1986,3.11,4.87,1.33,10.3
Cape Verde,CPV,1986,0.44,0.74,1.74,7.2
Central African Republic,CAF,1986,0.03,1.41,0.36,3.8
Chad,TCD,1986,0.01,0.29,0.02,4.4
Chile,CHL,1986,2.59,1.2,5.14,9.3
China,CHN,1986,2.12,0.24,0.02,7.6
Colombia,COL,1986,2.19,4.27,0.15,6.6
Comoros,COM,1986,0.02,0.01,0.13,0.2
Congo,COG,1986,0.32,2.33,0,3.9
Costa Rica,CRI,1986,3.94,0.85,0.07,5.1
Cote d'Ivoire,CIV,1986,0.18,0.36,1.26,6.5
Cuba,CUB,1986,2.25,1.75,0.04,5.5
Cyprus,CYP,1986,3.46,2.96,1.9,9.1
Czech Republic,CZE,1986,4.43,6.82,1.76,14.1
Democratic Republic of Congo,COD,1986,0.01,0.54,0,3.4
Denmark,DNK,1986,1.93,7.67,2.66,10.2
Djibouti,DJI,1986,1.49,0.43,0.34,0.9
Dominican Republic,DOM,1986,2.42,1.24,0.06,7.6
Ecuador,ECU,1986,1.08,1.38,0.04,6.1
Egypt,EGY,1986,0.31,0.07,0.01,0.3
El Salvador,SLV,1986,1.49,0.9,0.02,3.5
Equatorial Guinea,GNQ,1986,0,0.54,1.3,8.1
Eritrea,ERI,1986,0,0.08,0,1.4
Ethiopia,ETH,1986,0,0.53,0,4.3
Fiji,FJI,1986,0.05,1.65,0.11,3.2
Finland,FIN,1986,1.82,3.7,0.88,11.9
France,FRA,1986,2.71,2.55,10.62,11.6
Gabon,GAB,1986,0.86,7.87,5,11.8
Gambia,GMB,1986,0.06,0.08,0.09,3.2
Germany,DEU,1986,2.72,8.68,3.32,10.6
Ghana,GHA,1986,0.02,0.3,0,5.4
Greece,GRC,1986,3.35,2.2,3.3,9.3
Guatemala,GTM,1986,1.91,0.65,0.02,3.9
Guinea,GIN,1986,0.07,0.07,0.02,0.7
Guinea-Bissau,GNB,1986,0.84,0.39,0.04,4.3
Guyana,GUY,1986,4.72,1.33,0,8.6
Haiti,HTI,1986,5.72,0,0.01,5.9
Honduras,HND,1986,1.03,1,0.02,4
Hungary,HUN,1986,6.73,6.37,3.57,12.4
Iceland,ISL,1986,3.37,1.07,1.03,6.9
India,IND,1986,1.3,0.02,0,4.6
Indonesia,IDN,1986,0.04,0.03,0,0.6
Iran,IRN,1986,0,0,0,1
Iraq,IRQ,1986,0.45,0.29,0.01,0.5
Ireland,IRL,1986,2.41,7.56,0.58,10.9
Israel,ISR,1986,0.72,0.93,0.61,3.1
Italy,ITA,1986,1.48,1.43,9.39,6.1
Jamaica,JAM,1986,1.09,1.67,0.01,5.1
Japan,JPN,1986,2.93,2.47,0.09,7.5
Jordan,JOR,1986,0.14,0.13,0.02,0.7
Kenya,KEN,1986,0.85,1.33,0.01,4
Kiribati,KIR,1986,0.1,0.46,0.02,2.9
Kuwait,KWT,1986,0,0,0,0.1
Kyrgyzstan,KGZ,1986,2,0.65,0.76,3.9
Laos,LAO,1986,4.93,0,0,7.5
Latvia,LVA,1986,5.15,1.36,1.19,10.6
Lebanon,LBN,1986,3,0.42,0.7,2.2
Lesotho,LSO,1986,0.39,0.86,0.04,6.4
Liberia,LBR,1986,3.82,0.59,0.02,5.2
Libya,LBY,1986,0,0,0,0
Luxembourg,LUX,1986,2.71,5.62,6.97,11.2
Madagascar,MDG,1986,1.02,0.19,0.19,1.9
Malawi,MWI,1986,0.31,0.16,0,2.5
Malaysia,MYS,1986,0.16,0.47,0.01,1.7
Mali,MLI,1986,0,0.01,0,1
Malta,MLT,1986,2.03,1.78,1.49,7.2
Mauritania,MRT,1986,0.01,0,0.02,0.1
Mauritius,MUS,1986,1.74,1.19,0.11,4
Mexico,MEX,1986,1.36,2.97,0.06,6.8
Micronesia (country),FSM,1986,0,0,0,3.5
Mongolia,MNG,1986,2.47,0.26,0,7.8
Morocco,MAR,1986,0.06,0.35,0.3,0.7
Mozambique,MOZ,1986,0.16,0.18,0.03,2
Myanmar,MMR,1986,0.27,0.01,0,0.7
Namibia,NAM,1986,0,0,0,11.8
Nepal,NPL,1986,0,0.01,0,2.1
Netherlands,NLD,1986,2.72,5.31,2.59,9.6
New Zealand,NZL,1986,1.85,7.92,2.43,11.2
Nicaragua,NIC,1986,2.73,0.75,0,4.6
Niger,NER,1986,0.01,0.14,0.02,0.3
Nigeria,NGA,1986,0,1.3,0,11.3
North Korea,PRK,1986,3.14,0.37,0,4.4
Norway,NOR,1986,1.61,2.83,0.83,7
Oman,OMN,1986,0,0.14,0,0.9
Pakistan,PAK,1986,0,0.01,0,0.1
Panama,PAN,1986,1.97,2.98,0.13,7.7
Papua New Guinea,PNG,1986,0.04,1.15,0.04,3.1
Paraguay,PRY,1986,5.17,1.94,0.36,9.6
Peru,PER,1986,3.04,2.81,0.11,5.2
Philippines,PHL,1986,2.81,1.21,0,5.6
Poland,POL,1986,6.02,1.92,1.24,11.5
Portugal,PRT,1986,0.66,3,9.84,12.5
Qatar,QAT,1986,1.98,0.13,0,1.3
Romania,ROU,1986,2.64,3.19,4.07,12.9
Russia,RUS,1986,2.46,1.15,0.8,14.5
Rwanda,RWA,1986,0.01,0.9,0.01,10
Saint Kitts and Nevis,KNA,1986,2.27,1.25,0.46,7
Saint Lucia,LCA,1986,6.62,2.32,0.57,10.4
Samoa,WSM,1986,0.1,1.51,0.03,#N/A
Sao Tome and Principe,STP,1986,0,0,0.65,6.8
Saudi Arabia,SAU,1986,0.01,0.19,0,0.2
Senegal,SEN,1986,0.02,0.2,0.22,0.5
Seychelles,SYC,1986,0.62,2.16,0.43,6.7
Sierra Leone,SLE,1986,0.03,0.09,0.01,8.2
Singapore,SGP,1986,0.51,0.98,0.07,2.9
Slovakia,SVK,1986,4.29,6.88,2.13,12.5
Slovenia,SVN,1986,3.64,3.71,10.78,10.9
Solomon Islands,SLB,1986,0.07,0.78,0.05,1.6
Somalia,SOM,1986,0,0.01,0,0.5
South Africa,ZAF,1986,2.06,3.39,1.66,11.5
South Korea,KOR,1986,1.96,1.23,0,10.9
Spain,ESP,1986,3.73,3.99,6.65,10.6
Sri Lanka,LKA,1986,0.15,0.04,0,4.5
Sudan,SDN,1986,0.25,0,0,2.7
Suriname,SUR,1986,3.03,2.14,0.09,6.5
Swaziland,SWZ,1986,1.32,0,0,6.4
Sweden,SWE,1986,2.57,3.04,1.6,8.7
Switzerland,CHE,1986,2.54,4.19,7.04,10.4
Syria,SYR,1986,0.11,0.08,0.83,1.4
Tanzania,TZA,1986,0.13,0.25,0,8.1
Thailand,THA,1986,2.32,0.12,0,8.3
Togo,TGO,1986,0.42,2.21,0.17,1.9
Trinidad and Tobago,TTO,1986,3.07,2,0.13,6.6
Tunisia,TUN,1986,0.19,0.38,0.58,1.2
Turkey,TUR,1986,0.48,0.3,0.07,2.4
Uganda,UGA,1986,0.2,0.13,0,10.5
Ukraine,UKR,1986,2.04,1.34,1.01,11.8
United Arab Emirates,ARE,1986,6.04,0.57,0.13,4.3
United Kingdom,GBR,1986,2.12,6.73,1.41,12
United States,USA,1986,3.18,5.07,1.48,9
Uruguay,URY,1986,2.05,1.38,3.3,7
Vanuatu,VUT,1986,0.21,0.89,0.64,1.2
Venezuela,VEN,1986,3.7,4.49,0.13,8.3
Vietnam,VNM,1986,0.05,0.12,0,8.7
Yemen,YEM,1986,0.06,0.16,0,0.2
Zambia,ZMB,1986,0.02,0.97,0.01,4
Zimbabwe,ZWE,1986,5.57,0.24,0.04,4.8
Afghanistan,AFG,1985,0,0,0,1
Albania,ALB,1985,0.86,0.51,0.23,6.6
Algeria,DZA,1985,0.01,0.19,0.11,0.6
Angola,AGO,1985,0.39,0.84,0.83,7.6
Antigua and Barbuda,ATG,1985,1.63,1.69,0.26,3.2
Argentina,ARG,1985,1.45,0.85,10.45,7.6
Australia,AUS,1985,1.7,7.73,3.47,12.6
Austria,AUT,1985,1.8,6.7,4.8,8.5
Bahamas,BHS,1985,8.31,4.31,1.9,4.2
Bahrain,BHR,1985,3.7,1.26,0.49,2.4
Bangladesh,BGD,1985,0,0,0,0.2
Belgium,BEL,1985,2.61,7.45,3.08,10.8
Belize,BLZ,1985,4.49,1.5,0.17,8.3
Benin,BEN,1985,0.34,0.83,0.07,2.2
Bhutan,BTN,1985,0,0.5,0,1.1
Bolivia,BOL,1985,2.32,1,0.09,5.8
Botswana,BWA,1985,0.15,2.29,0.19,7.7
Brazil,BRA,1985,1.93,1.42,0.44,9.1
Brunei,BRN,1985,0.48,2.32,0.51,0.8
Bulgaria,BGR,1985,4.08,4.02,2.82,11.3
Burkina Faso,BFA,1985,0,0.3,0,7.4
Burundi,BDI,1985,0,2.86,0.01,9.8
Cambodia,KHM,1985,0.25,0,0,6.1
Cameroon,CMR,1985,0.01,2.5,0.09,7.7
Canada,CAN,1985,3.21,4.94,1.29,10.3
Cape Verde,CPV,1985,0.46,0.65,1.39,7.2
Central African Republic,CAF,1985,0.03,1.21,0.43,3.8
Chad,TCD,1985,0.01,0.34,0.05,4.4
Chile,CHL,1985,2.59,1.17,5.96,9.3
China,CHN,1985,1.84,0.19,0.02,7.6
Colombia,COL,1985,2.05,4.12,0.16,6.6
Comoros,COM,1985,0.3,0.02,0.05,0.2
Congo,COG,1985,0.26,2.67,0.01,3.9
Costa Rica,CRI,1985,4.42,0.56,0.05,5.1
Cote d'Ivoire,CIV,1985,0.1,0.37,1.62,6.5
Cuba,CUB,1985,2.22,1.67,0.07,5.5
Cyprus,CYP,1985,3.21,2.81,1.91,9.1
Czech Republic,CZE,1985,4.61,7.33,2.3,14.1
Democratic Republic of Congo,COD,1985,0.01,0.85,0.01,3.4
Denmark,DNK,1985,1.97,7.44,2.79,10.2
Djibouti,DJI,1985,1.93,0.5,0.52,0.9
Dominican Republic,DOM,1985,2.28,1.2,0.04,7.6
Ecuador,ECU,1985,1.05,1.26,0.01,6.1
Egypt,EGY,1985,0.3,0.06,0.01,0.3
El Salvador,SLV,1985,1.8,0.77,0.01,3.5
Equatorial Guinea,GNQ,1985,0,0.25,0,8.1
Eritrea,ERI,1985,0,0.15,0,1.4
Ethiopia,ETH,1985,0,0.54,0,4.3
Fiji,FJI,1985,0.04,1.86,0.15,3.2
Finland,FIN,1985,1.74,3.48,0.83,11.9
France,FRA,1985,2.7,2.54,11.1,11.6
Gabon,GAB,1985,1.02,8.33,5.4,11.8
Gambia,GMB,1985,0.07,0.06,0.1,3.2
Germany,DEU,1985,2.82,8.66,3.66,10.6
Ghana,GHA,1985,0.03,0.34,0,5.4
Greece,GRC,1985,3.49,2.11,5.21,9.3
Guatemala,GTM,1985,2.25,0.77,0.01,3.9
Guinea,GIN,1985,0,0.05,0.01,0.7
Guinea-Bissau,GNB,1985,0.79,0.47,0.19,4.3
Guyana,GUY,1985,4.73,1.17,0,8.6
Haiti,HTI,1985,6.37,0,0.03,5.9
Honduras,HND,1985,0.94,0.94,0.01,4
Hungary,HUN,1985,7.01,5.92,3.81,12.4
Iceland,ISL,1985,3.09,1.16,1.09,6.9
India,IND,1985,1.24,0.02,0,4.6
Indonesia,IDN,1985,0.04,0.03,0,0.6
Iran,IRN,1985,0,0,0,1
Iraq,IRQ,1985,0.36,0.28,0.01,0.5
Ireland,IRL,1985,2.56,7.72,0.6,10.9
Israel,ISR,1985,0.79,1.11,0.63,3.1
Italy,ITA,1985,1.62,1.37,10.29,6.1
Jamaica,JAM,1985,1,1.66,0.02,5.1
Japan,JPN,1985,2.94,2.33,0.09,7.5
Jordan,JOR,1985,0.08,0.15,0.01,0.7
Kenya,KEN,1985,0.87,1.34,0.01,4
Kiribati,KIR,1985,0.08,0.39,0.04,2.9
Kuwait,KWT,1985,0,0,0,0.1
Kyrgyzstan,KGZ,1985,4.38,0.87,1.82,3.9
Laos,LAO,1985,4.81,0,0,7.5
Latvia,LVA,1985,6.55,1.68,2.34,10.6
Lebanon,LBN,1985,2.67,0.43,0.63,2.2
Lesotho,LSO,1985,0.1,1.07,0.05,6.4
Liberia,LBR,1985,3.37,0.6,0.02,5.2
Libya,LBY,1985,0,0,0,0
Luxembourg,LUX,1985,2.76,5.6,7.38,11.2
Madagascar,MDG,1985,0.91,0.19,0.19,1.9
Malawi,MWI,1985,0.31,0.19,0.01,2.5
Malaysia,MYS,1985,0.16,0.51,0.02,1.7
Mali,MLI,1985,0.05,0.01,0.01,1
Malta,MLT,1985,1.76,1.95,1.17,7.2
Mauritania,MRT,1985,0.01,0.01,0.03,0.1
Mauritius,MUS,1985,1.69,1.12,0.05,4
Mexico,MEX,1985,1.54,2.8,0.06,6.8
Micronesia (country),FSM,1985,0,0,0,3.5
Mongolia,MNG,1985,2.97,0.36,0,7.8
Morocco,MAR,1985,0.04,0.27,0.25,0.7
Mozambique,MOZ,1985,0.13,0.1,0.02,2
Myanmar,MMR,1985,0.29,0.01,0,0.7
Namibia,NAM,1985,0,0,0,11.8
Nepal,NPL,1985,0,0.01,0,2.1
Netherlands,NLD,1985,2.77,5.24,2.54,9.6
New Zealand,NZL,1985,2.26,7.58,2.1,11.2
Nicaragua,NIC,1985,2.6,0.74,0.01,4.6
Niger,NER,1985,0.01,0.1,0.03,0.3
Nigeria,NGA,1985,0,1.23,0,11.3
North Korea,PRK,1985,3.1,0.37,0,4.4
Norway,NOR,1985,1.77,2.63,0.82,7
Oman,OMN,1985,0,0.12,0,0.9
Pakistan,PAK,1985,0,0.01,0,0.1
Panama,PAN,1985,2.09,2.64,0.14,7.7
Papua New Guinea,PNG,1985,0.07,1.19,0.04,3.1
Paraguay,PRY,1985,4.76,1.73,0.36,9.6
Peru,PER,1985,2.78,2.21,0.11,5.2
Philippines,PHL,1985,2.83,1.62,0,5.6
Poland,POL,1985,5.47,1.73,1.3,11.5
Portugal,PRT,1985,0.54,2.49,10.9,12.5
Qatar,QAT,1985,1.94,0.12,0,1.3
Romania,ROU,1985,2.65,2.95,4.09,12.9
Russia,RUS,1985,4.01,1.55,1.65,14.5
Rwanda,RWA,1985,0.01,0.93,0.01,10
Saint Kitts and Nevis,KNA,1985,2.24,1.08,0.19,7
Saint Lucia,LCA,1985,6.22,2.12,0.46,10.4
Samoa,WSM,1985,0.1,1.63,0.01,#N/A
Sao Tome and Principe,STP,1985,0.01,0,0.75,6.8
Saudi Arabia,SAU,1985,0.02,0.25,0,0.2
Senegal,SEN,1985,0.04,0.22,0.19,0.5
Seychelles,SYC,1985,0.63,2.21,0.35,6.7
Sierra Leone,SLE,1985,0.03,0.15,0.01,8.2
Singapore,SGP,1985,0.64,1.01,0.07,2.9
Slovakia,SVK,1985,4.5,6.72,2.6,12.5
Slovenia,SVN,1985,3.15,3.3,8.63,10.9
Solomon Islands,SLB,1985,0.07,1.01,0.05,1.6
Somalia,SOM,1985,0,0.01,0,0.5
South Africa,ZAF,1985,1.74,3.15,1.73,11.5
South Korea,KOR,1985,1.94,1.24,0,10.9
Spain,ESP,1985,3.64,3.97,6.86,10.6
Sri Lanka,LKA,1985,0.22,0.04,0,4.5
Sudan,SDN,1985,0.25,0,0,2.7
Suriname,SUR,1985,3.45,2.75,0.04,6.5
Swaziland,SWZ,1985,1.74,0,1.03,6.4
Sweden,SWE,1985,2.5,2.85,1.55,8.7
Switzerland,CHE,1985,2.67,4.19,7.21,10.4
Syria,SYR,1985,0.15,0.08,0.78,1.4
Tanzania,TZA,1985,0.14,0.31,0,8.1
Thailand,THA,1985,2.32,0.14,0,8.3
Togo,TGO,1985,0.56,2.07,0.22,1.9
Trinidad and Tobago,TTO,1985,2.84,1.94,0.16,6.6
Tunisia,TUN,1985,0.1,0.48,0.58,1.2
Turkey,TUR,1985,0.48,0.32,0.18,2.4
Uganda,UGA,1985,0.2,0.09,0,10.5
Ukraine,UKR,1985,3.06,1.75,1.81,11.8
United Arab Emirates,ARE,1985,7.73,0.4,0.21,4.3
United Kingdom,GBR,1985,2.13,6.75,1.36,12
United States,USA,1985,3.41,5.03,1.44,9
Uruguay,URY,1985,2.05,1.21,3.65,7
Vanuatu,VUT,1985,0.31,0.93,0.9,1.2
Venezuela,VEN,1985,3.75,4.04,0.14,8.3
Vietnam,VNM,1985,0.05,0.12,0,8.7
Yemen,YEM,1985,0.06,0.22,0,0.2
Zambia,ZMB,1985,0.02,0.97,0.05,4
Zimbabwe,ZWE,1985,4.94,0.26,0.04,4.8
Afghanistan,AFG,1984,0,0,0,1
Albania,ALB,1984,0.9,0.43,0.25,6.6
Algeria,DZA,1984,0.01,0.2,0.12,0.6
Angola,AGO,1984,0.35,1.02,0.57,7.6
Antigua and Barbuda,ATG,1984,3.05,1.71,0.65,3.2
Argentina,ARG,1984,1.45,0.86,11.53,7.6
Australia,AUS,1984,1.61,7.69,3.43,12.6
Austria,AUT,1984,1.9,6.9,5.1,8.5
Bahamas,BHS,1984,8.55,4.25,1.92,4.2
Bahrain,BHR,1984,3.75,2.22,0.56,2.4
Bangladesh,BGD,1984,0,0,0,0.2
Belgium,BEL,1984,2.36,7.79,3.11,10.8
Belize,BLZ,1984,4.38,1.65,0.15,8.3
Benin,BEN,1984,0.5,0.85,0.08,2.2
Bhutan,BTN,1984,0,0.51,0,1.1
Bolivia,BOL,1984,1.96,0.94,0.09,5.8
Botswana,BWA,1984,0.28,1.77,0.95,7.7
Brazil,BRA,1984,1.88,1.4,0.44,9.1
Brunei,BRN,1984,0.66,2.45,0.94,0.8
Bulgaria,BGR,1984,4.04,4.05,3.28,11.3
Burkina Faso,BFA,1984,0.03,0.32,0.02,7.4
Burundi,BDI,1984,0,2.6,0.01,9.8
Cambodia,KHM,1984,0.3,0,0,6.1
Cameroon,CMR,1984,0.01,2.33,0.08,7.7
Canada,CAN,1984,3.35,5,1.24,10.3
Cape Verde,CPV,1984,0.34,0.67,1.61,7.2
Central African Republic,CAF,1984,0.02,0.87,0.46,3.8
Chad,TCD,1984,0.01,0.29,0.04,4.4
Chile,CHL,1984,2.59,1.09,6.36,9.3
China,CHN,1984,2.19,0.14,0.03,7.6
Colombia,COL,1984,2.07,3.99,0.12,6.6
Comoros,COM,1984,0.38,0.01,0.11,0.2
Congo,COG,1984,0.27,2.26,0.01,3.9
Costa Rica,CRI,1984,4.22,0.58,0.06,5.1
Cote d'Ivoire,CIV,1984,0.11,0.33,1.4,6.5
Cuba,CUB,1984,2.06,1.63,0.06,5.5
Cyprus,CYP,1984,3.07,2.65,1.89,9.1
Czech Republic,CZE,1984,4.3,7.75,2.24,14.1
Democratic Republic of Congo,COD,1984,0,0.43,0.01,3.4
Denmark,DNK,1984,1.84,8,2.56,10.2
Djibouti,DJI,1984,1.51,0.45,0.51,0.9
Dominican Republic,DOM,1984,2.53,1.08,0.02,7.6
Ecuador,ECU,1984,1.01,1.3,0.02,6.1
Egypt,EGY,1984,0.31,0.06,0.01,0.3
El Salvador,SLV,1984,1.81,0.71,0.04,3.5
Equatorial Guinea,GNQ,1984,0,0.08,0,8.1
Eritrea,ERI,1984,0,0.16,0,1.4
Ethiopia,ETH,1984,0,0.58,0,4.3
Fiji,FJI,1984,0.09,1.97,0.13,3.2
Finland,FIN,1984,1.79,3.35,0.85,11.9
France,FRA,1984,2.58,2.62,11.45,11.6
Gabon,GAB,1984,1.38,7.62,6.14,11.8
Gambia,GMB,1984,0.07,0.04,0.14,3.2
Germany,DEU,1984,2.78,8.67,3.7,10.6
Ghana,GHA,1984,0.03,0.29,0,5.4
Greece,GRC,1984,3.37,1.99,6.16,9.3
Guatemala,GTM,1984,2.25,0.75,0.03,3.9
Guinea,GIN,1984,0,0.04,0.01,0.7
Guinea-Bissau,GNB,1984,0.8,0.54,0.13,4.3
Guyana,GUY,1984,3.08,0.98,0,8.6
Haiti,HTI,1984,4.43,0,0.02,5.9
Honduras,HND,1984,1.11,1.05,0.02,4
Hungary,HUN,1984,6.51,5.59,4.72,12.4
Iceland,ISL,1984,3.01,1.17,1.19,6.9
India,IND,1984,1.14,0.02,0,4.6
Indonesia,IDN,1984,0.04,0.02,0,0.6
Iran,IRN,1984,0,0,0,1
Iraq,IRQ,1984,0.6,0.29,0.01,0.5
Ireland,IRL,1984,2.14,7.74,0.57,10.9
Israel,ISR,1984,0.9,0.98,0.6,3.1
Italy,ITA,1984,1.63,1.19,11.2,6.1
Jamaica,JAM,1984,1.69,1.52,0,5.1
Japan,JPN,1984,3.03,2.33,0.09,7.5
Jordan,JOR,1984,0.18,0.17,0.02,0.7
Kenya,KEN,1984,0.9,1.08,0.01,4
Kiribati,KIR,1984,0.12,0.41,0.04,2.9
Kuwait,KWT,1984,0,0,0,0.1
Laos,LAO,1984,4.67,0,0,7.5
Latvia,LVA,1984,7.5,2.01,2.59,10.6
Lebanon,LBN,1984,2.47,0.44,0.55,2.2
Lesotho,LSO,1984,0.44,1.22,0.13,6.4
Liberia,LBR,1984,2.96,0.64,0.02,5.2
Libya,LBY,1984,0,0,0,0
Luxembourg,LUX,1984,2.68,5.64,7.57,11.2
Madagascar,MDG,1984,0.8,0.18,0.19,1.9
Malawi,MWI,1984,0.28,0.1,0.01,2.5
Malaysia,MYS,1984,0.16,0.5,0,1.7
Mali,MLI,1984,0,0.01,0,1
Malta,MLT,1984,1.73,2.03,1.26,7.2
Mauritania,MRT,1984,0.01,0.01,0.02,0.1
Mauritius,MUS,1984,1.74,1.02,0.06,4
Mexico,MEX,1984,1.56,2.68,0.1,6.8
Micronesia (country),FSM,1984,0,0,0,3.5
Mongolia,MNG,1984,3.24,0.41,0,7.8
Morocco,MAR,1984,0.02,0.27,0.25,0.7
Mozambique,MOZ,1984,0.13,0.12,0.01,2
Myanmar,MMR,1984,0.28,0.01,0,0.7
Namibia,NAM,1984,0,0,0,11.8
Nepal,NPL,1984,0,0.02,0,2.1
Netherlands,NLD,1984,2.95,5.21,2.6,9.6
New Zealand,NZL,1984,2.3,7.72,2.04,11.2
Nicaragua,NIC,1984,2.32,0.77,0.01,4.6
Niger,NER,1984,0.03,0.11,0.07,0.3
Nigeria,NGA,1984,0,1.25,0,11.3
North Korea,PRK,1984,2.96,0.37,0,4.4
Norway,NOR,1984,1.62,2.65,0.71,7
Oman,OMN,1984,0,0.14,0,0.9
Pakistan,PAK,1984,0,0.01,0,0.1
Panama,PAN,1984,2.3,2.52,0.17,7.7
Papua New Guinea,PNG,1984,0.08,1.12,0.05,3.1
Paraguay,PRY,1984,4.91,1.74,0.36,9.6
Peru,PER,1984,3.48,2.14,0.11,5.2
Philippines,PHL,1984,2.83,1.32,0,5.6
Poland,POL,1984,5.32,1.78,1.21,11.5
Portugal,PRT,1984,0.41,2.46,13.5,12.5
Qatar,QAT,1984,2.04,0.19,0,1.3
Romania,ROU,1984,2.67,2.94,4.11,12.9
Russia,RUS,1984,4.77,1.55,2.06,14.5
Rwanda,RWA,1984,0.01,0.89,0.01,10
Saint Kitts and Nevis,KNA,1984,2.78,0.96,0.23,7
Saint Lucia,LCA,1984,6.75,1.75,0.47,10.4
Samoa,WSM,1984,0.13,1.56,0,#N/A
Sao Tome and Principe,STP,1984,0.01,0,0.94,6.8
Saudi Arabia,SAU,1984,0.01,0.39,0,0.2
Senegal,SEN,1984,0.05,0.2,0.33,0.5
Seychelles,SYC,1984,0.63,2.2,0.28,6.7
Sierra Leone,SLE,1984,0.03,0.1,0.01,8.2
Singapore,SGP,1984,1.01,1.02,0.16,2.9
Slovakia,SVK,1984,4.16,7.62,2.55,12.5
Slovenia,SVN,1984,3.69,3.42,10.12,10.9
Solomon Islands,SLB,1984,0.07,0.98,0.04,1.6
Somalia,SOM,1984,0,0.01,0,0.5
South Africa,ZAF,1984,1.96,3.23,1.74,11.5
South Korea,KOR,1984,2.09,1.22,0,10.9
Spain,ESP,1984,3.68,3.87,6.94,10.6
